"batch_id","asset_id","status","lane","use_case","asset_type","quality_score","canon_score","design_score","photography_score","text_score","gate_30_score","gate_verdict","ship_status","recalibrated_at","failure_modes","quality_bar","overall_grade","generated_at","workspace_path","source_path","prompt_ref","prompt_summary","recap","critic_notes","next_improvement","next_prompt_delta","skill_mode"
"gr-w4","gr-w4-02b-luminor-v2","generated","wonders","stylized-concept","4:5 portrait","9.0","9","9","9","10","27","approve","ship","","Chin-level point sits close to the face — slightly awkward at full zoom, clean at thumbnail.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave4/gr-w4-02b-luminor-v2.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001330_3099bf58-3219-4310-8891-ca4ec31f7cbc.png","briefs/wave4-wonders-guardians.md#w4-02","Luminor ten-Gates portrait v2 — plumb-line fix","Exactly ten points, one vertical center-line, true ascending spectrum. Doctrine 11 (blunt body-geometry) vindicated twice.","APPROVED. Luminor rank visual language locked.","","","god-run fable5"
"gr-w3","gr-w3-06c-shield-litter","generated","story-sequence","illustration-story","16:9 story still","9.3","9","9.5","9","10","28","approve","ship-staging (contains Mamoru)","","Small blood detail on Mamoru's brow — acceptable, not gratuitous.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-06c-shield-litter.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001616_837c5d95-b829-4aa1-baa5-4c2ba26b59a7.png","briefs/wave3-dungeon-diver.md#w3-06","Extraction v3 — the shield IS the stretcher","Doctrine 11 triple-vindicated: front/rear rim grips, Mera flat across the dented shield face, zero stray magic. Scene 6 complete.","W3 story sequence now 8/8 shippable.","","","god-run fable5"
"gr-w5","gr-w5-03-dragonback-916","generated","social-vertical","illustration-story","9:16 social hero","9.5","9.5","9.5","9.5","10","29","approve","ship","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave5-style/gr-w5-03-dragonback-916.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001619_58d3ba68-a50f-4fe6-b9cf-8514baa130a6.png","(vertical recompose of gr-w2-06)","Dragonback night 9:16 vertical","Feed-stopping vertical: clean upper-third negative space for overlay, light hierarchy exact. Social launch lead.","","","","god-run fable5"
"gr-w5","gr-w5-04-webtoon-titan-916","generated","style-webtoon","illustration-story","9:16 webtoon panel","8.5","8.5","9","8.5","6","25","iterate","concept keeper","","Rendered hangul SFX calligraphy despite text ban — manhwa style pulls in genre-native sound-effect lettering; uncontrolled text risk. Mera braid drifted silver.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-07-06","images/wave5-style/gr-w5-04-webtoon-titan-916.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001626_6a07e628-b060-40c1-8f8a-ae495a2b7dee.png","(vertical webtoon of W3-04)","Webtoon titan reveal 9:16 v1","Composition and scale dread excellent; SFX-free re-roll fired.","","re-roll: explicitly ban 'sound-effect lettering, hangul, katakana, calligraphy strokes'","god-run fable5"
"gr-w5","gr-w5-05-webtoon-campfire","generated","style-webtoon","illustration-story","4:5 webtoon panel","9.0","8.5","9","9","10","27","approve","ship-staging (contains Mamoru)","","Mamoru leaner than spec; shield drifted heater-shape vs tower.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave5-style/gr-w5-05-webtoon-campfire.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001634_0616a823-b0d8-4909-8dd2-1c4a4f2ec65a.png","(webtoon of W3-07)","Webtoon campfire aftermath 4:5","Signature objects all present (repaired tool, sealed vial, dark gauntlet, scarred shield); emotional beat lands in cel style.","","","","god-run fable5"
"gr-w5b","gr-w5-04b-webtoon-titan-v2","generated","style-webtoon","illustration-story","9:16 webtoon panel","9.0","9","9","8.5","10","28","approve","ship-staging (contains Mamoru)","","Faint chest-vein gold reads slightly like a symbol at full zoom; clean at thumbnail.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave5-style/gr-w5-04b-webtoon-titan-v2.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002508_143957f8-ea18-4b93-9579-08b6a0729cb0.png","(re-roll of gr-w5-04, doctrine 13 text ban)","Webtoon titan reveal 9:16 v2 — SFX-free re-roll","Doctrine 13 vindicated: zero lettering, zero hangul SFX. Living-stone titan with dying-gold veins, gravity as debris drift, four students below, Mamoru teal ward-rim shield. Mera braid corrected to dark brown.","APPROVED. Supersedes gr-w5-04 (25/30 iterate). Text ban clause works.","","","god-run opus-critic-2"
"gr-w5b","gr-w5-06-webtoon-threshold-916","generated","style-webtoon","illustration-story","9:16 webtoon panel","9.0","9","9.5","8.5","10","28","approve","ship-staging (contains Mamoru)","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave5-style/gr-w5-06-webtoon-threshold-916.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002514_159613ef-d00f-407c-92aa-53e5bf215c14.png","(webtoon threshold crossing)","Webtoon threshold crossing 9:16","Hard gold light-line across the sill, true-black void through the arch, teal isolated to the shield rim only. Zero lettering. Mamoru leads, three students braced behind, Mera braid dark brown. Textbook single-effect discipline.","APPROVED. Cleanest palette-isolation panel of the batch.","","","god-run opus-critic-2"
"gr-w5b","gr-w5-07-webtoon-return","generated","style-webtoon","illustration-story","4:5 webtoon panel","9.0","8.5","9","9","10","27","approve","ship-staging (contains Mamoru)","","Skyline reads as one unified castle silhouette rather than seven distinct House spires; softer canon-geography than Wave 2 campus.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave5-style/gr-w5-07-webtoon-return.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002525_faa86795-bd9d-4732-b665-84e79a3a139c.png","(webtoon homecoming)","Webtoon homecoming 4:5 — from behind","Four dive-marked students from behind walking home at dusk, no hero posing; weary equals. Mera arm in a sling, braid dark brown; Mamoru dented tower shield on back. Zero lettering. Teal dive-embers the single effect.","APPROVED. Next pass: name the seven distinct House silhouettes inline (doctrine 9) to sharpen skyline canon.","","re-roll option: restate seven distinct House spires (light-crowned / obsidian / forge-warm / water-terraced / lattice / instrument / dome) instead of a single castle","god-run opus-critic-2"
"gr-w5b","gr-w5-08-memorypool-916","generated","worlds","cinematic-environment","9:16 photoreal environment","9.5","9.5","9.5","9.5","10","29","approve","ship","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave5-style/gr-w5-08-memorypool-916.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002528_e58908b9-15c3-46c6-836a-ddbd22c9cb84.png","(vertical recompose of gr-w2-03)","Athenaeum memory-pool hall 9:16 vertical recompose","Doctrine 14 vindicated again: recomposed not cropped. One-point symmetry holds in the vertical frame, single keeper at the gold-lit font, the ONE mismatched reflection (hunched keeper above, upright standing figure in the water) dominates the lower half and reads even stronger vertically. Wall plaques are blank engraved metal, no lettering. Upper third clean for overlay.","APPROVED. Standout recompose of the batch; strongest vertical environment asset.","","","god-run opus-critic-2"
"gr-w5b","gr-w5-09-akamoto-flight","generated","worlds","cinematic-environment","16:9 photoreal environment","8.5","8","7.5","9","10","23","iterate","concept keeper","","Brief missed on two core asks: rendered a grounded rampart bond scene, NOT storm-flight/airborne; palette drifted warm amber-brown with grey storm sky, no cosmic blue #0d47a1 and no atlantean teal (only a faint green wing-membrane sliver) — brand palette break.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-07-06","images/wave5-worlds/gr-w5-09-akamoto-flight.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002545_41b159c5-0373-47dd-b269-772ff2a33da0.png","briefs (akamoto storm-flight)","Akamoto storm-flight 16:9 v1","Bond-not-mount read lands beautifully (tender hand-on-brow), one dragon, plausible anatomy, Akamoto on-model, no real-actor likeness. But it is a static grounded portrait, not a flight, and the palette abandons the brand hexes.","ITERATE. Re-roll for actual airborne storm-flight in-brand palette.","re-roll: 'both airborne mid-flight through a towering storm, wingspan spread against churning cosmic-blue #0d47a1 thunderheads, rider crouched low along the dragon's neck, one hand on the crest — bond not mount; gold #ffd700 storm-light breaking through, atlantean-teal #00bcd4 wing-membrane rim-light; NO grounded rampart, NO castle, NO amber-brown wash'","re-roll: airborne + cosmic-blue/gold/teal palette lock; ban grounded rampart and amber wash","god-run opus-critic-2"
"gr-w5b","gr-w5-10-thalmaris-dusk","generated","worlds","cinematic-environment","16:9 photoreal environment","9.5","9","9.5","9.5","10","28","approve","ship","","Face is a plausible original CG character — no real-actor collision — but flag for a second-eye likeness check before publish.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave5-worlds/gr-w5-10-thalmaris-dusk.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_002548_daba5d37-a37b-4b04-8bb1-402a60567089.png","briefs/brief-thalmaris-archive-dusk.md","Thal'Maris archive dusk 16:9","Executes the queued brief cleanly: Mera on the bronze-coral bridge, ONE memory ribbon of water (real fluid mass, doctrine 10) resolving into ONE archive sphere holding ONE seated silhouette at a lit pedestal. No mermaid/Atlantis cliches — armored human archivist. Teal/cosmic-blue water world with gold armor accents; hands clean; braid dark brown.","APPROVED. Best worlds asset of the batch; anatomy-led water beats energy-FX decisively.","","","god-run opus-critic-2"
"gr-w6","gr-w6-01-crew-solara","generated","crew-cards","product-mockup","1:1 emblem card","9.0","9","9","9","10","28","approve","ship","","None material; art-deco sun-star on-palette.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave6-crews/gr-w6-01-crew-solara.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_003347_f269862e-92cf-4077-9186-5558843f19cc.png",".loop/arcanea-image-engines/briefs/brief-starbound-crews-cards.md","Crew Solara emblem card","Exact spelling CREW SOLARA; stampable insignia; gold+teal jewel.","Recraft vector lane validated for exact-text emblem work.","","","god-run fable5"
"gr-w6","gr-w6-02-ninth-flame","generated","crew-cards","product-mockup","1:1 emblem card","8.7","9","8.5","9","10","27","approve","ship","","Ember red sits outside strict brand hexes (accepted as crew accent); card corner treatment differs from Solara.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave6-crews/gr-w6-02-ninth-flame.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_003352_0c5e2701-e163-4603-b283-3923d726a154.png",".loop/arcanea-image-engines/briefs/brief-starbound-crews-cards.md","The Ninth Flame emblem card","Exact spelling THE NINTH FLAME; eight subdued flames + one volatile ninth reads instantly.","","","","god-run fable5"
"gr-w6","gr-w6-03-crew-akamoto","generated","crew-cards","product-mockup","1:1 emblem card","8.7","9","9","8.5","10","27","approve","ship","","Copper monochrome; amber eye-dot small.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave6-crews/gr-w6-03-crew-akamoto.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_003356_c4a27e1b-acdb-4848-8cb7-d799ac5404bf.png",".loop/arcanea-image-engines/briefs/brief-starbound-crews-cards.md","Crew Akamoto emblem card","Exact spelling CREW AKAMOTO; wing-folded-over-claw motif is the set's strongest icon.","","","","god-run fable5"
"gr-w6","gr-w6-04-chrome-covenant","generated","crew-cards","product-mockup","1:1 emblem card","8.7","9","8.5","9","10","27","approve","ship","","Reads slightly 3D-render vs flat enamel; still stampable.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave6-crews/gr-w6-04-chrome-covenant.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_003359_f5e80bc9-9f7c-48e3-96c3-4877856646ec.png",".loop/arcanea-image-engines/briefs/brief-starbound-crews-cards.md","The Chrome Covenant emblem card","Exact spelling THE CHROME COVENANT; three machined rings + prism bar exactly per brief.","","","","god-run fable5"
"gr-w6","gr-w6-05-crew-vaelora","generated","crew-cards","product-mockup","1:1 emblem card","9.0","9","9","9","10","28","approve","ship","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave6-crews/gr-w6-05-crew-vaelora.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_003402_5334e824-6e38-4a32-aa2f-d154b28cfc33.png",".loop/arcanea-image-engines/briefs/brief-starbound-crews-cards.md","Crew Vaelora emblem card","Exact spelling CREW VAELORA; nautilus wave cradling pearl, teal enamel + aged bronze — elegant and tidal.","Set 5/6 complete; The Hollow Stars card blocked on credits.","","series-consistency: card sets need deterministic template or reference chaining","god-run fable5"
